1;arms_factory;2269.00;10.40;1086.00;5.51;0
1;arms_factory;2301.00;11.35;1101.00;3.35;0
1;arms_factory;2319.00;10.60;1010.00;6.01;0
1;arms_factory;2313.00;10.60;1104.00;2.40;0
1;arms_factory;2277.00;9.70;1029.00;3.96;0
1;arms_factory;2281.00;10.55;1121.00;1.80;0
1;industrial_complex;2270.00;9.70;1065.00;3.00;0
1;industrial_complex;2309.00;9.70;1011.00;0.84;0
1;industrial_complex;2286.00;9.70;1061.00;2.40;0
1;industrial_complex;2289.00;12.20;1077.00;5.07;0
1;industrial_complex;2301.00;9.90;1140.00;1.45;0
1;industrial_complex;2306.00;10.35;1111.00;4.47;0
1;air_base;2315.00;9.70;993.00;0.85;0
1;naval_base;2332.00;9.50;987.00;0.64;6494
1;naval_base;2273.00;9.50;1033.00;-0.11;6728
1;naval_base;2299.00;9.50;1003.00;-1.22;7205
1;naval_base;2289.00;9.70;1016.00;-0.90;6728
1;naval_base;2244.00;9.50;1092.00;-0.64;6134
1;naval_base;2269.00;9.50;1055.00;-0.54;6500
1;naval_base;2253.00;9.50;1073.00;-1.31;6134
1;naval_base;2357.00;9.70;1076.00;0.00;7390
1;naval_base;2238.00;9.50;1113.00;-1.57;7340
1;naval_base;2296.00;9.50;1008.00;-0.79;7205
1;bunker;2319.00;9.80;1122.00;6.09;0
1;bunker;2325.00;9.75;1002.00;2.47;0
1;bunker;2329.00;12.70;1080.00;5.13;0
1;bunker;2338.00;12.65;1068.00;1.52;0
1;bunker;2312.00;10.35;1108.00;4.54;0
1;bunker;2332.00;9.75;1133.00;5.74;0
1;bunker;2315.00;9.90;1116.00;3.58;0
1;bunker;2305.00;9.80;1127.00;5.14;0
1;bunker;2308.00;11.20;1100.00;1.52;0
1;bunker;2283.00;9.70;1061.00;4.19;0
1;bunker;2291.00;12.20;1074.00;2.03;0
1;bunker;2357.00;9.75;1084.00;5.05;0
1;bunker;2264.00;9.70;1082.00;6.25;0
1;bunker;2287.00;9.70;1035.00;4.09;0
1;bunker;2291.00;11.80;1096.00;0.47;0
1;bunker;2318.00;12.70;1080.00;2.04;0
1;bunker;2299.00;10.90;1106.00;4.70;0
1;bunker;2320.00;11.50;1013.00;2.54;0
1;bunker;2271.00;9.70;1054.00;3.74;0
1;bunker;2320.00;13.90;1044.00;0.48;0
1;bunker;2285.00;11.70;1106.00;3.14;0
1;bunker;2296.00;9.70;1015.00;5.81;0
1;bunker;2281.00;11.80;1086.00;2.54;0
1;bunker;2332.00;13.00;1057.00;5.21;0
1;bunker;2307.00;12.70;1059.00;1.59;0
1;bunker;2277.00;9.70;1034.00;4.25;0
1;bunker;2352.00;11.30;1102.00;0.99;0
1;bunker;2344.00;10.65;1115.00;3.66;0
1;bunker;2335.00;12.45;1084.00;0.04;0
1;bunker;2332.00;13.20;1066.00;2.70;0
1;bunker;2263.00;9.85;1125.00;5.72;0
1;bunker;2312.00;9.70;1142.00;0.64;0
1;bunker;2261.00;9.90;1110.00;4.76;0
1;bunker;2310.00;13.10;1067.00;2.61;0
1;bunker;2256.00;9.70;1120.00;2.71;0
1;bunker;2305.00;12.50;1052.00;0.55;0
1;bunker;2341.00;9.70;1154.00;3.21;0
1;bunker;2335.00;10.30;1120.00;4.77;0
1;bunker;2325.00;9.70;1149.00;1.16;0
1;bunker;2304.00;10.70;1033.00;5.28;0
1;bunker;2297.00;11.75;1067.00;0.20;0
1;bunker;2247.00;9.70;1092.00;3.22;0
1;bunker;2326.00;9.70;993.00;5.88;0
1;bunker;2291.00;10.70;1116.00;2.26;0
1;bunker;2322.00;9.70;1143.00;0.11;0
1;bunker;2337.00;12.20;1054.00;1.67;0
1;bunker;2292.00;9.90;1135.00;5.79;0
1;bunker;2280.00;10.70;1120.00;0.71;0
1;bunker;2323.00;10.30;1112.00;4.83;0
1;bunker;2343.00;9.70;1138.00;0.11;0
1;bunker;2269.00;10.90;1095.00;2.78;0
1;bunker;2283.00;10.90;1117.00;5.44;0
1;bunker;2351.00;9.90;1132.00;2.17;0
1;bunker;2314.00;11.80;1087.00;3.38;0
1;bunker;2325.00;10.60;1105.00;1.22;0
1;bunker;2274.00;11.20;1110.00;5.34;0
1;bunker;2284.00;9.70;1029.00;5.45;0
1;bunker;2289.00;9.75;1053.00;3.29;0
1;bunker;2280.00;12.00;1100.00;5.95;0
1;bunker;2324.00;9.70;1143.00;2.33;0
1;bunker;2335.00;9.70;1159.00;3.89;0
1;bunker;2302.00;9.90;1143.00;1.73;0
1;bunker;2323.00;11.00;1094.00;4.40;0
1;bunker;2338.00;11.10;1101.00;0.78;0
1;bunker;2296.00;12.20;1086.00;2.34;0
1;bunker;2302.00;11.38;1097.00;0.18;0
1;bunker;2241.00;9.70;1108.00;2.84;0
1;bunker;2350.00;10.90;1083.00;5.50;0
1;bunker;2341.00;9.70;1162.00;2.24;0
1;bunker;2271.00;10.40;1127.00;3.45;0
1;bunker;2304.00;10.30;1116.00;1.29;0
1;coastal_bunker;2263.00;9.50;1063.00;-0.54;0
1;coastal_bunker;2237.00;9.50;1113.00;-1.57;0
1;coastal_bunker;2270.00;9.50;1048.00;-2.47;0
1;coastal_bunker;2251.00;9.50;1078.00;-1.31;0
1;coastal_bunker;2309.00;9.50;992.00;-1.22;0
1;coastal_bunker;2278.00;9.50;1026.00;-0.90;0
1;coastal_bunker;2297.00;9.70;1007.00;-0.79;0
1;coastal_bunker;2362.00;9.50;1086.00;-4.12;0
1;coastal_bunker;2333.00;9.50;988.00;0.64;0
1;coastal_bunker;2242.00;9.50;1095.00;-1.95;0
1;dockyard;2307.00;9.70;994.00;-1.22;0
1;anti_air_building;2307.00;10.35;1111.00;1.45;0
1;anti_air_building;2286.00;9.70;1020.00;4.47;0
1;anti_air_building;2340.00;10.60;1117.00;0.85;0
1;synthetic_refinery;2323.00;9.70;1142.00;3.52;0
1;fuel_silo;2327.00;12.25;1023.00;5.08;0
1;radar_station;2302.00;12.55;1075.00;4.21;0
1;rocket_site;2344.00;9.80;1134.00;5.58;0
1;nuclear_reactor;2316.00;13.45;1029.00;1.96;0
2;arms_factory;2374.00;10.40;1140.00;6.01;0
